,2019T4,2019T3,2019T2,2019T1,2018T4,2018T3,2018T2,2018T1,2017T4,2017T3,2017T2,2017T1,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1,2019T4,2019T3,2019T2,2019T1,2018T4,2018T3,2018T2,2018T1,2017T4,2017T3,2017T2,2017T1,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1,2019T4,2019T3,2019T2,2019T1,2018T4,2018T3,2018T2,2018T1,2017T4,2017T3,2017T2,2017T1,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    24 León,47,82,48,23,47,28,44,91,45,57,45,27,45,47,46,26,44,93,45,19,45,12,44,54,45,43,46,49,45,2,46,34,45,24,45,3,46,9,44,75,46,3,45,72,46,1,45,91,44,6,46,33,47,78,46,86,45,35,44,61,44,5,43,91,44,84,44,55,45,94,44,9,44,89,45,86,45,43,44,33,44,5,43,7,44,76,43,71,42,72,42,86,41,84,42,49,42,92,42,89,42,91,41,98,41,28,41,83,39,47,39,15,41,37,40,46,38,67,38,56,35,12,34,73,32,39,31,87,32,85,33,37,33,5,31,87,32,23,33,37,32,14,32,4,14,45,14,13,14,7,15,49,11,42,11,1,14,51,18,3,18,21,18,13,17,43,19,88,19,42,18,48,19,29,22,32,21,55,21,65,22,51,26,81,23,78,24,39,26,43,27,29,23,25,23,69,26,8,25,85,25,72,23,1,20,97,20,91,18,22,16,46,18,1,18,63,17,35,17,4,18,36,18,83,17,52,18,7,17,18,16,95,13,48,13,18,14,25,10,41,9,58,11,98,10,63,11,78,12,25,12,38,14,29,14,46,15,85,13,62,16,29,19,3,12,98,14,22,13,87,11,48,13,16,16,37,19,46,15,24,14,8,16,52,18,14,19,3,40,91,41,42,40,62,37,95,40,36,40,25,38,87,37,8,36,75,37,37,26,35,69,36,61,37,9,36,34,36,35,49,35,28,35,71,32,75,35,9,34,57,33,91,33,38,34,23,35,35,35,32,34,74,33,69,34,35,34,82,34,73,36,67,37,22,37,67,36,54,37,1,37,88,37,9,35,98,36,33,35,53,37,7,36,3,36,96,37,21,35,88,38,7,38,8,37,76,38,35,37,4,36,23,36,65,33,83,33,49,34,81,34,95,32,37,31,12,30,56,29,79,27,9,28,22,28,53,27,91,26,62,27,2,27,7,27,85,26,31,26,15,,,
    25 Lleida,60,19,56,6,55,58,55,87,57,47,53,1,54,2,54,59,55,11,54,54,51,87,52,56,53,32,52,37,53,6,55,44,56,65,58,59,55,42,54,73,55,91,54,38,55,54,52,85,56,72,56,95,56,26,56,58,55,58,54,28,57,4,54,11,55,18,53,71,55,73,54,7,51,7,52,52,17,52,38,53,14,55,2,51,55,61,55,73,56,22,53,4,51,48,49,92,51,6,49,59,47,49,48,87,52,26,50,78,47,63,49,35,48,44,49,34,48,29,46,28,45,85,44,29,40,18,41,8,41,6,40,86,41,86,40,92,40,81,41,73,41,34,11,49,7,1,9,11,11,98,12,99,10,5,12,31,10,87,11,14,67,14,82,14,56,11,99,11,39,14,4,18,46,15,75,17,36,17,49,19,54,17,27,15,12,17,53,16,5,16,79,14,16,18,15,17,66,17,6,13,85,17,96,17,17,20,24,12,7,10,65,12,53,15,71,14,38,15,71,13,97,13,6,13,91,8,95,10,55,9,8,7,7,4,66,7,53,2,2,3,75,2,79,5,26,5,95,9,74,10,42,10,51,9,39,10,1,8,69,6,88,6,27,4,8,6,4,15,8,85,10,46,9,46,7,29,10,43,10,35,12,51,9,68,53,27,52,13,50,51,49,18,50,47,77,47,53,48,66,49,5,46,54,44,18,44,9,46,93,46,41,45,61,45,21,47,73,48,42,45,73,44,4,46,26,46,15,45,81,44,13,47,2,48,89,46,5,46,59,45,8,46,76,46,8,44,82,44,1,46,89,49,79,47,3,43,58,44,52,43,97,45,6,46,2,47,52,46,44,49,75,50,26,52,24,50,56,47,61,48,82,49,67,48,21,44,99,45,96,47,17,45,49,42,63,44,72,43,59,45,6,44,96,43,38,44,2,40,72,38,52,38,1,37,25,37,38,81,36,65,36,59,36,51,37,34,,,,,,,
    27 Lugo,48,4,48,15,47,61,46,64,48,5,47,92,48,46,47,28,46,37,47,28,47,1,46,14,45,64,47,69,48,64,49,34,49,8,48,52,46,92,46,79,46,27,46,47,47,8,48,85,47,89,47,71,47,59,47,12,46,74,46,83,47,5,46,78,47,73,47,12,46,36,46,75,46,12,46,97,46,48,44,77,44,44,9,43,78,44,29,43,52,45,3,45,46,42,94,42,6,42,77,41,98,43,23,42,29,43,63,42,47,41,82,39,81,37,12,40,73,39,95,41,6,41,17,43,64,43,74,41,85,41,58,41,97,43,58,40,81,39,77,43,19,41,65,11,81,11,33,9,25,8,86,11,28,9,98,11,5,10,85,11,87,12,64,14,85,16,32,13,7,14,34,16,15,18,11,17,28,15,44,17,17,17,29,17,54,18,93,21,35,21,64,19,6,16,27,19,52,18,4,14,28,14,6,14,38,15,41,12,87,12,15,11,8,13,8,12,21,11,99,10,17,11,2,10,92,8,47,11,59,9,69,8,64,8,56,9,1,6,94,7,94,4,99,6,62,9,95,4,8,7,79,12,9,10,28,10,46,7,49,9,85,9,56,10,7,13,46,15,78,15,26,10,76,7,53,10,4,14,91,11,45,13,1,13,89,12,18,42,68,42,69,43,21,42,51,43,3,43,14,42,89,42,15,40,87,41,31,40,1,38,61,39,38,40,85,40,78,40,4,40,6,41,3,38,86,38,7,38,15,37,67,37,6,38,28,38,5,39,95,38,31,38,62,40,6,40,25,40,67,39,57,41,59,41,4,41,22,40,3,40,49,41,34,41,75,39,75,39,2,40,36,38,71,40,39,76,41,42,41,37,39,96,39,22,40,64,39,2,38,93,40,26,40,23,37,33,37,52,35,64,34,34,36,71,36,13,36,67,35,63,36,76,37,6,37,35,38,45,37,76,37,8,36,14,34,56,37,19,36,58,,,
    28 Madrid,59,21,57,55,58,43,58,25,58,14,57,34,57,85,58,39,58,9,57,74,57,77,57,79,58,42,58,17,59,34,59,49,59,91,58,14,59,6,59,32,59,9,57,83,58,58,59,59,27,58,39,59,1,60,49,59,72,59,74,60,36,59,99,58,76,58,53,59,77,59,24,60,35,59,77,59,44,59,7,58,57,58,55,58,6,59,2,58,93,57,17,57,77,56,96,57,9,56,85,55,77,56,66,56,89,54,68,55,86,55,55,54,38,54,31,54,82,53,43,52,16,50,27,50,85,49,99,49,13,48,58,48,21,48,74,48,15,48,42,47,61,47,24,10,6,11,17,11,32,12,82,12,5,12,56,12,83,13,97,14,53,12,93,13,32,14,93,15,8,16,14,16,83,17,79,16,68,16,91,18,43,17,29,17,64,18,97,19,88,21,93,21,53,20,15,19,69,20,1,18,81,17,95,17,67,17,2,17,36,17,18,14,82,15,74,15,96,16,54,16,37,15,7,14,71,14,3,12,81,13,62,10,82,8,47,9,79,8,92,7,62,8,16,7,2,8,38,8,58,8,6,8,78,7,29,7,14,7,31,6,82,9,25,8,92,7,79,8,9,8,37,9,12,10,1,9,61,11,13,10,19,10,6,10,1,10,63,52,93,51,12,51,82,50,78,51,13,50,14,50,42,50,23,50,34,50,28,50,8,49,16,49,61,48,79,49,35,48,9,49,91,48,31,48,62,49,6,49,33,46,86,46,47,45,74,46,51,46,63,47,39,48,38,48,48,49,1,49,69,49,67,48,57,48,47,50,92,49,92,50,71,49,89,49,71,50,32,49,95,50,33,51,9,50,98,52,55,52,32,52,11,51,88,52,74,52,21,51,76,51,91,52,49,98,50,95,51,5,50,5,50,33,51,8,48,49,47,51,46,36,46,73,45,81,44,65,43,72,43,58,43,31,43,24,43,29,42,8,42,22,,,
    29 Málaga,51,74,52,32,51,13,51,26,49,31,50,32,51,81,50,5,50,56,49,94,50,95,51,19,50,38,52,71,52,83,54,73,53,44,53,37,55,86,54,68,55,8,53,67,53,59,52,83,52,34,52,96,53,74,53,35,54,65,54,25,54,34,53,6,51,73,51,32,50,87,51,9,50,8,51,97,51,4,50,79,50,99,48,91,50,68,50,43,51,7,49,68,47,35,48,78,47,58,47,47,89,45,5,45,6,44,4,44,85,44,94,45,38,44,24,45,89,42,82,41,64,42,59,40,34,39,23,39,86,40,81,40,17,39,2,39,95,37,29,38,24,37,33,19,48,20,99,19,3,20,68,20,26,22,43,23,93,26,59,23,4,21,87,23,35,28,63,25,84,27,87,29,21,32,67,28,93,30,42,31,41,33,83,30,96,32,34,33,2,36,78,34,73,33,31,34,88,35,1,33,71,32,43,32,59,35,3,30,43,30,44,29,47,33,9,29,7,26,13,27,7,28,27,25,85,22,31,28,34,27,96,24,28,18,96,18,93,19,31,14,3,13,49,12,88,11,78,14,25,15,1,14,7,17,13,14,25,13,1,16,72,16,85,16,98,19,75,21,77,22,55,22,55,21,46,18,75,21,33,21,57,19,6,19,35,20,43,41,66,41,34,41,41,40,66,39,32,39,3,39,41,36,74,38,73,39,2,39,5,36,53,37,36,38,2,37,4,36,85,37,98,37,14,38,31,36,19,38,3,36,31,35,89,33,4,34,16,35,32,34,99,34,67,36,22,36,65,36,63,34,82,35,99,35,7,35,88,34,72,35,71,38,39,36,9,36,43,37,81,38,36,32,36,33,39,14,40,26,38,39,39,36,40,78,40,66,41,72,40,15,38,64,37,69,38,26,37,24,38,91,38,44,38,22,35,6,34,57,34,18,31,56,30,38,30,87,32,6,32,64,30,84,31,33,30,19,30,84,29,71,,,
    30 Murcia,52,7,52,51,79,51,25,52,83,52,12,52,6,51,86,52,7,52,45,53,1,52,4,51,85,51,5,50,57,50,75,51,6,50,79,52,14,51,3,53,97,53,4,53,98,53,74,53,52,53,77,53,19,52,91,53,76,55,18,54,41,53,62,53,76,52,41,52,85,52,96,54,9,52,77,52,65,52,45,51,13,51,92,52,9,51,34,51,4,51,3,52,4,50,28,48,56,48,68,48,52,47,12,47,4,46,74,47,96,46,32,45,55,45,18,45,19,44,12,45,4,46,57,45,72,44,9,44,58,43,21,43,87,43,23,43,8,41,53,41,73,41,82,19,98,16,62,16,65,19,62,20,5,19,73,20,44,23,26,19,94,20,57,21,84,23,94,22,31,21,96,21,54,26,22,27,3,26,52,30,53,29,34,29,78,30,32,28,11,28,25,29,89,29,34,29,56,29,31,30,2,28,6,25,99,25,42,26,51,24,65,23,68,24,95,23,63,23,24,20,8,22,78,20,67,17,39,18,57,17,33,14,61,14,3,12,32,11,58,10,39,10,32,8,47,10,52,10,51,10,6,10,73,11,47,10,4,9,11,63,14,66,15,5,14,17,16,55,17,26,16,52,15,21,14,33,16,83,16,33,15,33,16,16,17,41,42,17,43,36,43,17,41,19,42,41,83,41,42,39,8,41,69,41,66,41,44,39,58,40,29,39,84,39,67,37,45,37,51,37,32,36,22,36,6,37,9,36,96,38,81,38,55,37,52,37,99,37,47,37,4,37,62,39,69,40,27,39,99,39,51,39,49,40,33,39,74,41,31,40,51,42,8,40,51,40,57,42,89,42,41,42,44,43,59,43,87,45,63,44,46,43,51,43,66,44,41,42,17,42,42,41,79,42,81,41,1,40,81,41,11,39,94,37,65,38,6,39,97,38,16,36,48,37,22,36,64,37,58,35,95,36,4,35,17,34,99,34,54,,,,
    31 Navarra,54,13,54,1,54,29,53,34,55,86,54,24,55,22,54,18,54,1,53,15,54,47,53,8,54,26,54,31,52,52,54,13,54,38,54,19,53,35,52,69,53,93,53,85,53,86,54,72,53,48,53,41,53,75,54,6,55,9,54,9,55,19,54,44,54,78,54,76,54,87,54,83,53,41,53,49,54,87,52,63,52,75,52,53,53,14,52,7,52,6,53,7,52,2,53,36,51,33,50,85,51,36,51,88,51,57,52,8,50,85,51,13,52,64,49,97,49,65,49,46,98,45,83,45,62,47,16,46,72,46,96,45,72,44,88,45,27,46,6,44,18,43,63,10,2,9,96,8,5,8,37,10,96,11,48,10,82,11,1,11,69,14,5,14,43,12,45,10,9,13,76,15,57,16,88,15,2,15,2,13,31,17,15,14,87,14,16,16,34,18,55,17,57,18,83,18,45,20,57,17,62,14,4,14,4,15,7,14,52,12,6,13,4,14,34,12,4,14,91,11,64,10,99,11,46,11,41,13,55,11,34,9,4,9,86,7,11,7,28,4,7,6,29,8,67,7,94,7,57,6,79,5,99,7,72,7,8,7,38,6,87,8,27,6,72,6,94,6,8,9,41,8,21,7,72,7,55,9,17,8,4,11,44,9,35,9,68,48,71,48,63,49,68,48,88,49,74,48,2,49,25,48,17,47,7,45,68,46,62,47,1,48,35,46,84,44,34,44,99,46,12,46,5,46,25,43,65,45,91,46,23,45,6,44,57,44,9,43,35,43,83,43,37,45,38,46,3,47,24,45,89,46,83,48,16,47,72,46,97,46,98,45,51,48,49,46,85,46,7,46,53,45,94,46,73,47,66,47,84,48,49,49,48,48,92,47,66,46,9,47,76,47,67,48,54,47,8,47,18,48,92,46,28,46,24,44,94,43,83,42,65,42,52,42,72,42,88,43,33,42,27,40,76,41,47,40,79,40,4,39,4,,
    32 Ourense,45,44,2,42,9,44,32,44,41,44,66,45,45,44,31,43,8,43,79,43,37,45,48,44,74,43,8,45,17,45,15,45,1,44,57,44,7,46,2,45,18,43,36,43,56,43,65,43,61,42,97,42,92,43,89,44,6,44,33,43,47,44,49,45,2,44,3,44,98,42,97,42,84,42,77,42,27,44,13,43,23,42,45,42,15,42,3,43,2,42,44,42,74,42,95,42,76,42,5,41,14,41,67,40,63,42,15,42,17,43,58,38,73,39,6,39,95,38,1,40,91,39,32,36,95,38,39,34,78,38,8,35,16,37,1,37,99,37,59,37,83,35,28,14,2,14,3,10,84,14,99,12,76,17,91,15,89,14,21,14,93,17,84,17,67,20,15,20,6,17,7,20,16,21,78,20,11,21,14,21,9,22,66,19,75,19,69,23,8,23,68,23,51,23,39,23,62,22,78,22,99,22,41,21,2,22,1,18,97,18,28,18,45,18,8,18,53,16,7,19,9,18,51,14,68,11,96,11,64,8,8,7,78,6,98,7,82,8,82,6,89,6,27,7,48,11,12,11,93,8,53,13,1,15,79,13,2,14,53,12,41,16,88,16,47,18,33,16,66,18,77,13,94,12,26,8,32,14,72,10,32,8,7,12,91,13,32,38,61,37,73,38,26,37,68,38,74,36,66,38,23,38,1,37,26,35,98,35,71,36,31,35,53,36,5,36,6,35,31,36,3,35,15,35,27,35,73,36,26,34,83,33,2,33,31,33,36,32,92,32,78,33,89,33,93,34,4,34,33,34,7,36,48,36,2,36,68,34,89,34,9,35,62,34,2,35,96,36,88,37,38,37,24,38,57,39,84,39,48,39,4,39,16,39,81,39,83,38,6,37,4,35,79,38,55,36,68,36,7,33,62,33,85,35,31,59,34,17,32,11,30,79,31,19,29,93,34,4,32,23,31,56,34,7,34,32,32,95,30,58,,,
    34 Palencia,47,42,47,63,46,87,46,33,46,9,46,66,47,18,49,38,49,74,49,65,48,36,46,87,43,84,45,74,47,22,48,47,99,49,35,47,83,47,91,46,7,45,91,45,3,45,79,48,75,49,73,47,44,48,6,45,3,47,87,47,14,46,73,48,46,43,46,54,48,74,50,15,50,19,47,35,46,18,46,32,46,3,44,22,43,57,42,6,42,7,40,85,41,22,41,34,42,6,40,58,41,92,40,76,43,16,42,49,39,56,39,31,40,66,39,58,42,15,38,9,37,25,37,34,35,29,36,17,35,96,34,54,33,7,32,87,33,78,31,45,29,43,11,28,8,62,13,85,14,66,18,68,14,29,11,55,15,72,16,9,17,7,16,2,17,4,15,66,16,4,19,51,19,67,20,71,20,22,23,43,28,98,28,44,28,57,22,74,25,38,26,21,27,82,25,13,24,38,20,58,24,8,24,56,23,28,23,15,20,54,19,41,19,77,18,72,16,9,21,5,16,53,17,13,14,5,16,6,17,67,14,93,12,36,9,23,10,45,7,18,8,46,8,99,8,58,10,96,9,85,14,85,15,9,11,62,8,6,17,46,15,79,11,45,10,76,12,55,13,85,13,76,18,2,16,39,15,78,14,81,13,87,16,57,12,11,42,7,43,53,40,38,39,54,38,14,39,99,41,73,41,61,41,73,40,86,40,61,38,88,36,97,38,4,38,38,56,38,5,39,37,36,63,34,3,33,42,32,79,35,34,17,35,97,35,89,35,52,36,34,35,76,36,34,35,56,35,85,36,88,36,9,37,5,39,1,40,76,41,71,37,17,38,55,38,38,39,59,37,12,35,88,36,24,37,42,37,8,36,91,38,37,38,5,36,93,38,32,36,3,38,91,36,18,33,6,34,74,37,17,32,67,35,49,33,73,33,24,32,65,30,4,31,19,29,41,28,88,27,86,28,29,1,26,24,25,87,,,,,,
    35 Palmas Las,56,51,55,73,55,95,55,17,57,56,57,44,55,42,56,28,56,18,56,8,57,36,56,3,55,1,54,62,55,1,53,34,53,61,54,25,54,65,56,11,56,62,55,48,56,64,57,2,57,72,58,56,58,16,59,15,58,19,58,35,55,75,57,17,56,62,56,42,58,5,56,48,54,87,54,62,55,53,56,78,57,4,55,34,52,35,55,9,53,9,53,71,53,24,52,8,52,82,53,62,53,3,53,21,53,36,53,51,53,4,53,25,50,98,50,6,50,36,51,27,50,6,48,64,48,55,50,25,49,64,48,31,48,17,48,47,47,41,46,4,44,88,45,94,21,55,26,58,24,2,22,9,20,71,19,78,21,79,22,74,23,1,28,16,28,66,27,77,27,45,29,72,30,49,28,39,30,15,34,98,32,18,33,7,34,95,36,8,33,78,30,51,32,58,37,53,36,74,36,18,34,91,36,68,37,52,35,54,32,9,32,9,32,99,29,32,29,52,28,91,29,71,29,94,29,76,29,38,29,21,28,14,24,88,18,96,18,42,19,6,13,36,13,26,14,72,13,38,15,56,15,24,13,75,15,25,14,49,13,25,15,23,16,39,13,26,13,4,12,29,14,87,13,77,12,75,13,52,14,9,14,25,16,39,14,46,13,78,44,33,40,92,42,41,42,98,45,64,46,8,43,35,43,49,43,2,40,29,40,92,40,47,39,91,38,39,38,24,38,2,37,45,35,27,37,6,37,2,36,83,35,46,37,51,39,62,38,91,36,58,36,79,37,75,37,88,36,94,34,83,36,85,37,99,38,31,38,9,39,92,38,67,38,83,39,3,39,78,40,6,39,8,37,6,40,17,39,88,43,53,43,44,42,15,45,77,46,5,45,46,46,9,45,6,45,36,45,75,45,12,43,59,43,43,42,69,42,87,43,89,42,3,42,58,42,78,42,8,42,15,41,66,41,64,40,66,38,5,38,39,39,61
    36 Pontevedra,49,1,49,87,49,33,49,37,48,58,49,66,50,68,49,98,49,34,50,39,50,48,49,53,48,62,49,21,48,97,48,43,48,45,49,45,49,62,48,55,49,83,49,55,50,16,50,11,50,4,50,47,49,81,49,36,50,14,50,74,50,48,49,83,49,55,50,16,49,86,49,5,48,6,49,75,49,5,47,94,49,29,50,1,48,63,48,9,49,1,49,12,48,76,48,97,48,18,49,1,48,61,47,35,47,95,48,44,45,45,45,62,45,97,46,45,46,17,45,44,47,47,24,47,61,46,69,46,55,44,77,44,22,43,39,42,4,41,54,41,8,42,95,15,54,15,25,14,64,16,72,15,54,16,13,17,82,20,29,18,18,18,19,47,20,14,18,52,17,86,21,45,20,89,21,4,21,96,24,56,26,36,26,13,23,63,25,28,25,52,24,25,24,34,25,69,25,21,23,66,23,24,25,18,26,9,24,27,21,74,19,19,20,8,18,36,18,84,19,18,18,56,16,64,16,56,16,13,15,89,12,9,11,11,11,8,9,53,9,55,8,29,11,13,12,44,12,19,9,57,13,74,15,78,13,32,13,32,18,92,17,16,18,55,18,7,21,81,21,73,20,73,20,31,20,11,22,28,21,23,20,1,21,5,20,41,41,39,42,27,42,11,41,12,41,3,41,65,41,65,39,84,40,46,41,23,40,65,39,56,39,62,40,42,38,47,38,31,38,26,38,59,37,43,35,75,36,81,37,84,37,48,37,32,37,9,38,18,37,1,36,92,38,28,38,95,37,77,36,83,37,52,39,26,40,29,38,84,39,23,40,38,39,65,39,5,41,8,41,8,40,79,41,13,42,76,43,66,43,44,31,43,58,45,4,43,2,41,46,42,11,43,8,39,21,38,42,39,85,40,26,37,44,37,65,38,28,38,71,37,23,36,54,36,9,35,67,35,33,33,72,33,4,33,19,33,1,34,18,,,,
    26 Rioja La,54,96,53,72,55,77,55,67,55,38,54,5,55,11,53,77,53,3,53,29,53,58,53,95,53,48,53,39,54,33,51,67,52,67,51,57,54,41,52,99,53,7,55,72,54,62,54,26,55,25,54,53,52,32,52,39,52,22,53,11,53,26,53,45,53,83,55,12,52,79,52,92,51,43,52,41,51,5,50,77,51,93,51,1,51,22,51,66,51,53,50,24,49,92,50,8,50,11,47,2,47,4,48,58,48,64,49,23,49,17,49,44,50,1,47,49,49,46,47,15,44,32,42,65,41,69,40,91,39,52,42,56,40,79,39,7,38,94,38,99,38,6,37,16,9,33,8,5,9,67,11,98,11,33,11,11,12,8,12,18,13,94,14,24,14,73,16,47,12,89,14,52,18,6,14,51,13,68,13,67,19,11,21,6,21,4,20,29,20,41,22,73,22,86,20,12,20,9,20,12,19,22,22,68,25,14,22,8,20,1,18,73,16,51,16,33,17,38,15,5,14,3,17,4,14,49,13,28,12,11,11,11,75,10,21,8,3,9,33,8,45,7,33,7,61,9,87,8,99,6,44,6,87,7,99,9,67,6,33,10,55,12,24,4,85,5,56,6,47,12,62,9,88,9,1,8,8,11,8,8,77,11,47,9,96,9,41,49,83,49,4,50,38,49,49,1,48,45,48,6,47,23,45,64,45,7,45,68,45,6,46,59,45,64,44,22,44,17,45,47,44,52,44,2,41,83,41,71,44,41,43,47,41,93,42,62,43,55,41,39,41,85,42,18,41,6,39,87,41,26,43,6,44,8,44,7,44,28,42,49,44,53,44,28,42,12,44,4,44,23,45,7,45,92,45,48,45,11,45,78,46,6,45,87,43,57,43,79,43,79,44,27,46,5,45,79,45,49,45,25,44,49,44,24,41,38,42,17,40,28,38,99,35,75,35,61,38,72,37,2,35,2,35,53,34,52,34,76,33,66,,
    37 Salamanca,46,5,46,62,45,87,45,32,44,4,47,3,46,96,46,4,46,91,49,3,47,59,47,14,44,5,46,83,46,68,44,94,49,56,47,8,47,77,46,99,46,85,48,51,48,46,47,62,50,57,48,1,46,75,49,47,48,66,48,4,49,64,49,98,48,47,50,44,47,38,45,71,45,61,46,55,46,87,43,57,43,85,45,44,43,29,42,37,44,4,42,17,40,11,41,73,40,82,40,63,41,33,40,64,44,17,39,8,40,15,42,24,42,44,41,86,42,25,41,83,44,24,42,92,43,37,41,65,42,3,41,8,41,37,40,99,40,9,40,31,40,81,37,57,16,17,13,81,16,98,15,52,13,17,14,7,14,89,16,49,14,92,15,34,17,55,19,36,16,78,17,76,19,94,19,15,20,13,15,7,20,12,24,51,26,27,22,93,21,5,22,79,27,29,22,66,19,76,23,56,23,96,21,57,23,7,24,11,19,96,17,79,17,27,18,61,16,14,16,49,18,18,61,17,56,23,73,23,9,25,59,25,68,18,81,17,86,14,15,10,26,11,3,16,4,15,58,14,87,14,4,13,3,15,28,14,87,10,22,10,22,15,94,22,95,20,81,24,81,27,41,25,44,21,52,23,39,24,68,19,63,16,64,20,95,19,68,38,98,40,18,38,8,38,28,38,55,40,12,39,97,38,45,39,91,41,51,39,24,38,1,37,3,38,51,37,37,36,34,39,58,40,3,38,16,35,47,34,54,37,39,38,26,36,77,36,77,37,2,37,51,37,81,37,37,68,38,19,37,93,38,79,41,46,39,19,37,21,38,25,38,87,38,43,35,46,36,15,34,66,33,29,31,53,33,34,24,32,94,35,82,36,63,36,15,34,56,34,31,37,6,34,21,34,81,35,78,36,13,37,59,37,94,35,16,34,9,33,98,32,61,30,23,31,34,32,81,31,69,30,87,32,22,33,61,32,26,30,18,,,,
    38 Santa Cruz de Tenerife,55,5,53,5,54,19,55,32,54,92,54,7,54,38,53,47,56,57,55,6,54,1,56,2,57,73,58,11,57,43,57,33,57,44,57,53,57,74,56,66,55,65,55,73,54,67,55,69,55,6,54,63,54,61,54,67,55,62,56,38,57,47,58,13,55,75,56,35,56,92,54,92,54,96,53,89,52,53,52,94,53,19,53,1,52,28,51,44,51,34,49,89,49,43,49,12,49,68,49,67,50,12,50,79,49,81,48,83,48,85,46,99,47,96,48,13,46,92,46,55,47,76,47,87,48,23,48,21,47,56,46,63,47,68,45,43,45,92,44,52,44,83,44,55,18,9,21,11,18,66,21,26,21,3,20,67,23,1,21,76,25,6,23,25,24,62,26,24,25,64,26,11,28,45,27,73,25,38,28,1,30,33,29,58,29,34,32,54,33,94,33,67,30,86,29,36,29,47,29,87,29,25,30,76,29,33,31,83,28,36,26,44,24,48,25,63,25,23,26,88,27,25,25,23,22,89,23,17,24,14,24,56,22,3,16,92,15,3,13,62,11,58,12,92,11,4,12,71,13,7,12,66,15,47,14,94,12,26,13,1,13,63,14,7,14,96,16,82,20,32,18,42,17,82,16,76,16,62,15,64,16,6,15,32,15,77,15,3,44,64,42,21,44,8,43,56,43,37,42,9,41,87,41,84,42,9,42,26,40,78,41,45,42,93,42,94,41,9,41,44,42,86,41,42,40,23,39,9,39,32,37,59,36,12,36,93,38,44,38,59,38,52,38,34,39,35,39,4,40,62,39,63,39,94,41,45,42,99,40,84,41,9,39,4,38,22,39,59,41,2,40,73,39,66,38,81,40,3,41,45,42,42,43,43,93,43,25,44,59,44,33,42,99,42,65,41,3,39,97,42,8,41,82,40,52,40,40,62,39,82,38,43,39,33,39,8,38,81,39,76,38,32,38,54,37,7,37,76,37,74,,,
